cik,name,ticker,exchange,market_cap
1051004,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.",MUC,NYSE,1022837312.0
744187,REX AMERICAN RESOURCES Corp,REX,NYSE,1061148096.0
1493683,BlackRock Taxable Municipal Bond Trust,BBN,NYSE,1028845312.0
1628908,"Evolent Health, Inc.",EVH,NYSE,905734592.0
45876,ENVIRI Corp,NVRI,NYSE,1079876480.0
1944558,"Vitesse Energy, Inc.",VTS,NYSE,846796992.0
1005817,TOMPKINS FINANCIAL CORP,TMP,NYSE,948731712.0
1004702,OCEANFIRST FINANCIAL CORP,OCFC,Nasdaq,1072593024.0
1794338,International General Insurance Holdings Ltd.,IGIC,Nasdaq,959018368.0
1094324,SIFY TECHNOLOGIES LTD,SIFY,Nasdaq,892080448.0
1950246,MAC Copper Ltd,MTAL,NYSE,1007798848.0
1579214,"Emerald Holding, Inc.",EEX,NYSE,930472576.0
350852,COMMUNITY TRUST BANCORP INC /KY/,CTBI,Nasdaq,956751360.0
1607939,"Udemy, Inc.",UDMY,Nasdaq,1023840448.0
915779,DAKTRONICS INC /SD/,DAKT,Nasdaq,990987520.0
1077183,NEOGENOMICS INC,NEO,Nasdaq,1378335872.0
1084961,ENCORE CAPITAL GROUP INC,ECPG,Nasdaq,1030697280.0
1767258,"XPEL, Inc.",XPEL,Nasdaq,987363648.0
1289877,SFL Corp Ltd.,SFL,NYSE,934473984.0
7323,"ENTERGY ARKANSAS, LLC",EAI,NYSE,1023463680.0
1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,Nasdaq,807240128.0
1515816,"Plymouth Industrial REIT, Inc.",PLYM,NYSE,994121408.0
1708035,Ecovyst Inc.,ECVT,NYSE,967976000.0
2048519,Aebi Schmidt Holding AG,AEBI,Nasdaq,884349248.0
1379400,abrdn Total Dynamic Dividend Fund,AOD,NYSE,1018463424.0
794619,AMERICAN WOODMARK CORP,AMWD,Nasdaq,939116864.0
1472012,Immunome Inc.,IMNM,Nasdaq,1365736192.0
107687,WINNEBAGO INDUSTRIES INC,WGO,NYSE,1132502400.0
1840502,Taboola.com Ltd.,TBLA,Nasdaq,1068187968.0
866829,HELIX ENERGY SOLUTIONS GROUP INC,HLX,NYSE,1029566400.0
1379041,"Employers Holdings, Inc.",EIG,NYSE,977141696.0
1726173,Biglari Holdings Inc.,BH-A,NYSE,1148979968.0
1702318,Akso Health Group,AHG,Nasdaq,934245632.0
1055160,"MFA FINANCIAL, INC.",MFA,NYSE,936338560.0
933267,IRSA INVESTMENTS & REPRESENTATIONS INC,IRS,NYSE,971009280.0
1010000,RUPERT RESOURCES LTD,RUPRF,OTC,956351616.0
1603145,"XPLR Infrastructure, LP",XIFR,NYSE,961275648.0
1643615,"Montrose Environmental Group, Inc.",MEG,NYSE,1025778304.0
1322435,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,ETW,NYSE,982809984.0
2011674,YD Bio Ltd,YDES,Nasdaq,1212262272.0
1855747,"Blend Labs, Inc.",BLND,NYSE,923193856.0
1081834,Kuber Resources Corp,KUBR,OTC,957944832.0
1789940,"First Watch Restaurant Group, Inc.",FWRG,Nasdaq,1116128512.0
805267,abrdn Healthcare Investors,HQH,NYSE,1022842880.0
1314102,"EyePoint Pharmaceuticals, Inc.",EYPT,Nasdaq,967424192.0
906013,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC,AWF,NYSE,951975680.0
918965,"SCANSOURCE, INC.",SCSC,Nasdaq,946900480.0
80035,PREFORMED LINE PRODUCTS CO,PLPC,Nasdaq,1171524352.0
1809196,Immatics N.V.,IMTX,Nasdaq,1237475840.0
66004,MIDDLESEX WATER CO,MSEX,Nasdaq,1087484416.0
1747172,"Kayne Anderson BDC, Inc.",KBDC,NYSE,1002898816.0
876779,MAGIC SOFTWARE ENTERPRISES LTD,MGIC,Nasdaq,994183680.0
1698991,"Accel Entertainment, Inc.",ACEL,NYSE,883398976.0
71829,NPK International Inc.,NPKI,NYSE,1093404288.0
1921865,ASP Isotopes Inc.,ASPI,Nasdaq,1085836672.0
1964954,Okeanis Eco Tankers Corp.,ECO,NYSE,1063955840.0
1898795,"LiveWire Group, Inc.",LVWR,NYSE,1191864320.0
1894562,"Prime Medicine, Inc.",PRME,Nasdaq,950200384.0
1742692,InMode Ltd.,INMD,Nasdaq,967732160.0
1477815,"Sweetgreen, Inc.",SG,NYSE,872403968.0
1632127,"Cable One, Inc.",CABO,NYSE,906605120.0
1830043,Bumble Inc.,BMBL,Nasdaq,883295040.0
6845,"APOGEE ENTERPRISES, INC.",APOG,Nasdaq,841507584.0
1711375,Loma Negra Compania Industrial Argentina Sociedad Anonima,LOMA,NYSE,970613056.0
1544206,"Carlyle Secured Lending, Inc.",CGBD,Nasdaq,916390464.0
1490281,"Groupon, Inc.",GRPN,Nasdaq,848541376.0
1425292,"CVR PARTNERS, LP",UAN,NYSE,988472448.0
21535,COHU INC,COHU,Nasdaq,1066675584.0
1762301,Fiverr International Ltd.,FVRR,NYSE,847979456.0
1278895,"BlackRock Enhanced Large Cap Core Fund, Inc.",CII,NYSE,960754368.0
907654,"Oruka Therapeutics, Inc.",ORKA,Nasdaq,1318468096.0
2002473,Bowhead Specialty Holdings Inc.,BOW,NYSE,870582592.0
1096752,EDGEWELL PERSONAL CARE Co,EPC,NYSE,914880960.0
1379785,"Barings BDC, Inc.",BBDC,NYSE,939069312.0
1562528,"Franklin BSP Realty Trust, Inc.",FBRT,NYSE,891036608.0
910612,CBL & ASSOCIATES PROPERTIES INC,CBL,NYSE,916240704.0
2040491,Ategrity Specialty Insurance Co Holdings,ASIC,NYSE,910382784.0
1464343,Atlanticus Holdings Corp,ATLC,Nasdaq,926282496.0
1964333,Burke & Herbert Financial Services Corp.,BHRB,Nasdaq,927259968.0
1434621,"LendingTree, Inc.",TREE,Nasdaq,856163328.0
1655050,"Bain Capital Specialty Finance, Inc.",BCSF,NYSE,914646016.0
1953530,Oculis Holding AG,OCS,Nasdaq,1112134912.0
1982518,Smith Douglas Homes Corp.,SDHC,NYSE,912777088.0
2019103,Solaris Resources Inc.,SLSR,NYSE,1028561920.0
1862461,Real Brokerage Inc,REAX,Nasdaq,816270016.0
700565,"FIRST MID BANCSHARES, INC.",FMBH,Nasdaq,897261568.0
1813814,Mind Medicine (MindMed) Inc.,MNMD,Nasdaq,941968768.0
1122904,"NETGEAR, INC.",NTGR,Nasdaq,956992320.0
1743759,"Corsair Gaming, Inc.",CRSR,Nasdaq,911918016.0
357173,OLD SECOND BANCORP INC,OSBC,Nasdaq,977453760.0
1770121,"Sana Biotechnology, Inc.",SANA,Nasdaq,1438030208.0
1833197,"Latham Group, Inc.",SWIM,Nasdaq,930005632.0
1850235,D-MARKET Electronic Services & Trading,HEPS,Nasdaq,841075584.0
1869105,"BridgeBio Oncology Therapeutics, Inc.",BBOT,Nasdaq,867995968.0
102212,UNIVEST FINANCIAL Corp,UVSP,Nasdaq,884437952.0
1708259,LexinFintech Holdings Ltd.,LX,Nasdaq,960784640.0
1320695,"TreeHouse Foods, Inc.",THS,NYSE,975154944.0
314203,McEwen Inc.,MUX,NYSE,1067500096.0
1855129,GH Research PLC,GHRS,Nasdaq,865310080.0
1668243,UroGen Pharma Ltd.,URGN,Nasdaq,877630528.0
1835856,Better Home & Finance Holding Co,BETR,Nasdaq,1220689024.0
1117297,"QUINSTREET, INC",QNST,Nasdaq,861121024.0
1160990,PIMCO CORPORATE & INCOME STRATEGY FUND,PCN,NYSE,873687552.0
1720424,HIVE Digital Technologies Ltd.,HIVE,Nasdaq,1390519936.0
1533615,Global Medical REIT Inc.,GMRE,NYSE,875481088.0
1812364,"Relay Therapeutics, Inc.",RLAY,Nasdaq,1182742272.0
1563880,"Trevi Therapeutics, Inc.",TRVI,Nasdaq,1279874816.0
1792849,"HighPeak Energy, Inc.",HPK,Nasdaq,880403392.0
1325618,IRADIMED CORP,IRMD,Nasdaq,998138560.0
1785971,BlackRock Health Sciences Term Trust,BMEZ,NYSE,946271296.0
1729997,Grayscale CoinDesk Crypto 5 ETF,GDLC,NYSE,846684480.0
1865200,"Angel Studios, Inc.",ANGX,NYSE,1097408128.0
1504619,PennantPark Floating Rate Capital Ltd.,PFLT,NYSE,899906304.0
1828105,Hippo Holdings Inc.,HIPO,NYSE,923034688.0
74046,Oil-Dri Corp of America,ODC,NYSE,875507136.0
1222719,CALAMOS CONVERTIBLE & HIGH INCOME FUND,CHY,Nasdaq,913556224.0
1410098,CorMedix Inc.,CRMD,Nasdaq,871915712.0
1828884,WELL Health Technologies Corp.,WHTCF,OTC,943005760.0
1547459,"Natural Grocers by Vitamin Cottage, Inc.",NGVC,NYSE,929641344.0
1574197,"Five Point Holdings, LLC",FPH,NYSE,895597760.0
1195739,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,NRK,NYSE,886310656.0
1180262,HERBALIFE LTD.,HLF,NYSE,859901376.0
1517396,STRATASYS LTD.,SSYS,Nasdaq,1020268416.0
1260041,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,HTD,NYSE,886149952.0
93389,"STANDARD MOTOR PRODUCTS, INC.",SMP,NYSE,911169088.0
1766400,"Pennant Group, Inc.",PNTG,Nasdaq,872344448.0
912463,GUESS INC,GES,NYSE,883971968.0
1760854,Nanobiotix S.A.,NBTX,Nasdaq,992792576.0
1531031,"Esquire Financial Holdings, Inc.",ESQ,Nasdaq,879033536.0
1438133,TANDEM DIABETES CARE INC,TNDM,Nasdaq,1010163584.0
1793229,Claritev Corp,CTEV,NYSE,1148131328.0
1489096,"Thermon Group Holdings, Inc.",THR,NYSE,928135232.0
27996,DELUXE CORP,DLX,NYSE,867631744.0
1375877,Canadian Solar Inc.,CSIQ,Nasdaq,1004583744.0
1674632,"Beta Bionics, Inc.",BBNX,Nasdaq,910699136.0
1230869,ASA Gold & Precious Metals Ltd,ASA,NYSE,856426432.0
1418076,SLR Investment Corp.,SLRC,Nasdaq,820501632.0
1447028,Arbutus Biopharma Corp,ABUS,Nasdaq,835806336.0
1300391,Eaton Vance Enhanced Equity Income Fund,EOI,NYSE,843116864.0
1219360,PIMCO HIGH INCOME FUND,PHK,NYSE,840603520.0
705432,SOUTHSIDE BANCSHARES INC,SBSI,NYSE,826213696.0
1789029,"Aeva Technologies, Inc.",AEVA,Nasdaq,972779328.0
1509261,"Rezolute, Inc.",RZLT,Nasdaq,834709696.0
1802974,"Mission Produce, Inc.",AVO,Nasdaq,821300032.0
800240,ODP Corp,ODP,Nasdaq,836062336.0
890196,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",MQY,NYSE,838298304.0
319654,PERMIAN BASIN ROYALTY TRUST,PBT,NYSE,839890496.0
1625278,"NERDWALLET, INC.",NRDS,Nasdaq,898321216.0
1468748,Kodiak Sciences Inc.,KOD,Nasdaq,987237376.0
1171471,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,CHI,Nasdaq,866710144.0
788965,HALLADOR ENERGY CO,HNRG,Nasdaq,887301056.0
1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,AOSL,Nasdaq,908801984.0
1778114,Virtus Artificial Intelligence & Technology Opportunities Fund,AIO,NYSE,818411840.0
706129,HORIZON BANCORP INC /IN/,HBNC,Nasdaq,846110784.0
1490906,"Capitol Federal Financial, Inc.",CFFN,Nasdaq,839000832.0
755001,UNITIL CORP,UTL,NYSE,898128320.0
1453015,Ballard Power Systems Inc.,BLDP,Nasdaq,1035704448.0
1898496,"Getty Images Holdings, Inc.",GETY,NYSE,866955584.0
1823608,Amalgamated Financial Corp.,AMAL,Nasdaq,852113344.0
1872789,Embecta Corp.,EMBC,Nasdaq,838091776.0
1474627,"Newegg Commerce, Inc.",NEGG,Nasdaq,1398883584.0
1421517,"Energy Recovery, Inc.",ERII,Nasdaq,963422784.0
1756594,Inventiva S.A.,IVA,Nasdaq,904329984.0
1639877,Ferroglobe PLC,GSM,Nasdaq,946193216.0
1984086,"Septerna, Inc.",SEPN,Nasdaq,966159872.0
1174164,Flaherty & Crumrine PREFERRED & INCOME SECURITIES FUND INC,FFC,NYSE,800716672.0
1425205,"IOVANCE BIOTHERAPEUTICS, INC.",IOVA,Nasdaq,814171264.0
1538849,CrossAmerica Partners LP,CAPL,NYSE,803909248.0
1783183,"Phathom Pharmaceuticals, Inc.",PHAT,Nasdaq,959868416.0
1829959,Docebo Inc.,DCBO,Nasdaq,810569280.0
1395213,EDENOR,EDN,NYSE,858935936.0
805928,"Axogen, Inc.",AXGN,Nasdaq,836048512.0
1227500,EQUITY BANCSHARES INC,EQBK,NYSE,800181056.0
80172,NATIONAL PRESTO INDUSTRIES INC,NPK,NYSE,816190272.0
1830214,"Ginkgo Bioworks Holdings, Inc.",DNA,NYSE,803340608.0
1806310,"Taysha Gene Therapies, Inc.",TSHA,Nasdaq,1295775744.0
1715497,Borr Drilling Ltd,BORR,NYSE,861536832.0
1841925,"indie Semiconductor, Inc.",INDI,Nasdaq,1113877120.0
1844862,"Solid Power, Inc.",SLDP,Nasdaq,1114898944.0
1851112,RISKIFIED LTD.,RSKD,NYSE,807153472.0
1422143,"Kura Oncology, Inc.",KURA,Nasdaq,841932672.0
1971975,Abaxx Technologies Inc.,ABXXF,OTC,830234368.0
1334978,"Clear Channel Outdoor Holdings, Inc.",CCO,NYSE,989055488.0
1504461,NGL Energy Partners LP,NGL,NYSE,806717248.0
1965040,Fortrea Holdings Inc.,FTRE,Nasdaq,1026040000.0
2023658,Bicara Therapeutics Inc.,BCAX,Nasdaq,936057792.0
1286973,Americas Gold & Silver Corp,USAS,NYSE,1097585280.0
1819133,"Tango Therapeutics, Inc.",TNGX,Nasdaq,1004447552.0
1109242,HANMI FINANCIAL CORP,HAFC,Nasdaq,810833792.0
1953926,"Zenas BioPharma, Inc.",ZBIO,Nasdaq,1125700864.0
926282,"ADTRAN Holdings, Inc.",ADTN,Nasdaq,806125312.0
46129,ALLIENT INC,ALNT,Nasdaq,930558464.0
1819974,"SkyWater Technology, Inc",SKYT,Nasdaq,833441600.0
1850270,PROKIDNEY CORP.,PROK,Nasdaq,944854016.0
1793663,VTEX,VTEX,NYSE,817014848.0
1597033,Sabre Corp,SABR,Nasdaq,836370432.0
1549346,"Shutterstock, Inc.",SSTK,NYSE,876920448.0
1836564,Valneva SE,VALN,Nasdaq,823222272.0
1832483,Serve Robotics Inc. /DE/,SERV,Nasdaq,852236736.0
1517022,"Akebia Therapeutics, Inc.",AKBA,Nasdaq,803389440.0
1549595,"Nurix Therapeutics, Inc.",NRIX,Nasdaq,1124184832.0
1142750,AMN HEALTHCARE SERVICES INC,AMN,NYSE,811324480.0
1538379,"Ibotta, Inc.",IBTA,NYSE,865201664.0
1753539,BlackSky Technology Inc.,BKSY,NYSE,838381120.0
2054507,Hotel101 Global Holdings Corp.,HBNB,Nasdaq,1065393472.0
1520504,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",VLRS,NYSE,822320576.0
1706431,"Vir Biotechnology, Inc.",VIR,Nasdaq,830720256.0
897322,GILAT SATELLITE NETWORKS LTD,GILT,Nasdaq,955062848.0
891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",UVE,NYSE,898938368.0
1837686,"Vimeo, Inc.",VMEO,Nasdaq,1301979904.0
1164771,NORTHERN DYNASTY MINERALS LTD,NAK,NYSE,1125568128.0
1583648,"PALVELLA THERAPEUTICS, INC.",PVLA,Nasdaq,807355520.0
1398733,"Aquestive Therapeutics, Inc.",AQST,Nasdaq,827459648.0
2007825,Churchill Capital Corp X/Cayman,CCCX,Nasdaq,1066504512.0
1963685,RICHTECH ROBOTICS INC.,RR,Nasdaq,1205889536.0
1370053,"ANAPTYSBIO, INC",ANAB,Nasdaq,981012992.0
2042022,"WhiteFiber, Inc.",WYFI,Nasdaq,1287563008.0
1819142,SES AI Corp,SES,NYSE,922886976.0
844965,TETRA TECHNOLOGIES INC,TTI,NYSE,1044913088.0
1326732,Xencor Inc,XNCR,Nasdaq,942177472.0
2018463,Brazilian Rare Earths Limited/ADR,BRELY,OTC,1011021504.0
1827506,"Tourmaline Bio, Inc.",TRML,Nasdaq,1232715008.0
1512228,NIOCORP DEVELOPMENTS LTD,NB,Nasdaq,926323264.0
1537137,STANDARD LITHIUM LTD.,SLI,NYSE,1015220480.0
1412665,"MidWestOne Financial Group, Inc.",MOFG,Nasdaq,815819328.0
1527753,"Personalis, Inc.",PSNL,Nasdaq,858393984.0
1747079,Bally's Corp,BALY,NYSE,938738752.0
1974551,Robex Resources Inc.,RSRBF,OTC,820088448.0
1951222,SEALSQ Corp,LAES,Nasdaq,1254094592.0
1437424,POET TECHNOLOGIES INC.,POET,Nasdaq,858854976.0
2007919,"Inhibrx Biosciences, Inc.",INBX,Nasdaq,829869760.0
1780652,Canaan Inc.,CAN,Nasdaq,886416128.0
1543418,Trilogy Metals Inc.,TMQ,NYSE,984336768.0
1682149,Datavault AI Inc.,DVLT,Nasdaq,973729856.0
1655210,"BEYOND MEAT, INC.",BYND,Nasdaq,868772160.0
1600222,"AP VIII Queso Holdings, L.P.",PXED,,1339487104.0
2025416,OBOOK HOLDINGS INC.,OWLS,,1113558656.0
2064947,WaterBridge Infrastructure LLC,WBI,NYSE,1061286720.0
2057463,"GCI Liberty, Inc.",GLIBB,OTC,1047289600.0
912892,"GRUPO TELEVISA, S.A.B.",GRPFF,OTC,1290090752.0
1412558,Evotec SE,EVOTF,OTC,1415350912.0
907254,"SAUL CENTERS, INC.",BFS-PD,NYSE,1486763008.0
1845022,"Couchbase, Inc.",BASE,Nasdaq,1354276480.0
1280784,"Hercules Capital, Inc.",HCXY,NYSE,1355901440.0
794685,GABELLI EQUITY TRUST INC,GAB-PH,NYSE,1338457472.0
1267395,ASPEN INSURANCE HOLDINGS LTD,AHL-PD,NYSE,1302603776.0
1412100,"Maiden Holdings, Ltd.",MHLA,NYSE,1305379584.0
1345126,Compass Diversified Holdings,CODI-PB,NYSE,882528576.0
1598655,GasLog Partners LP,GLOP-PB,NYSE,1109018496.0
1598655,GasLog Partners LP,GLOP-PC,NYSE,1065962496.0
1598655,GasLog Partners LP,GLOP-PA,NYSE,1179362816.0
719413,HECLA MINING CO/DE/,HL-PB,NYSE,1089618048.0
1569187,"Armada Hoffler Properties, Inc.",AHH-PA,NYSE,962670528.0
1726173,Biglari Holdings Inc.,BH,NYSE,1148980480.0
1497645,"Summit Hotel Properties, Inc.",INN-PE,NYSE,931106240.0
877422,SpartanNash Co,SPTN,Nasdaq,910901760.0
1677576,INNOVATIVE INDUSTRIAL PROPERTIES INC,IIPR-PA,NYSE,908898560.0
1345126,Compass Diversified Holdings,CODI-PA,NYSE,836113792.0
40417,GENERAL AMERICAN INVESTORS CO INC,GAM-PB,NYSE,854308480.0
1452857,STEEL PARTNERS HOLDINGS L.P.,SPLP,OTC,802300800.0
1815620,Opthea Ltd,CKDXF,OTC,810463872.0
1898643,Mobilicom Ltd,MOBBW,Nasdaq,1120339712.0
1050446,Strategy Inc,STRD,Nasdaq,939528960.0
1329213,SENIOR PLC,SNIRF,OTC,1083521280.0
1494191,Karoon Gas Australia Ltd /ADR/,KRNGF,OTC,811916480.0
1501729,FS Specialty Lending Fund,FSEN,OTC,1069680768.0
1516684,SMA Solar Technology AG/ADR,SMTGF,OTC,954423488.0
1546538,BTS Group Holdings Public Co Limited/ADR,BTGRF,OTC,1422060672.0
1585389,"SmartStop Self Storage REIT, Inc.",SSST,OTC,807804032.0
1778788,Webjet Limited/ADR,WEBJF,OTC,1120357632.0
1789135,Plastic Omnium/ADR,PASTF,OTC,1481186944.0
1789444,Protector Forsikring/ADR,PSKRF,OTC,979687296.0
1825248,Franklin BSP Capital Corp,FRBP,OTC,1376854912.0
1884130,PT Bukalapak.com Tbk/ADR,BKLPF,OTC,1024841536.0
1885680,"Cordyceps Sunshine Biotech Holdings Co., Ltd.",RAJAF,OTC,1020081664.0
1995306,SUPER HI INTERNATIONAL HOLDING LTD.,SPHIF,OTC,1117895424.0
2057463,"GCI Liberty, Inc.",GLIBK,Nasdaq,1022307840.0
2062803,IDP Education Ltd./ADR,IDPUF,OTC,1186919168.0
2073268,Birchcliff Energy Ltd./ADR,BIREF,OTC,1243645056.0
2073620,Parex Resources Inc./ADR,PARXF,OTC,1298645760.0
2073972,Sienna Senior Living Inc./ADR,LWSCF,OTC,1301932928.0
2074157,StorageVault Canada Inc./ADR,SVAUF,OTC,1307677184.0
2082141,Avio S.p.A./ADR,AVVOF,OTC,1344300160.0
